subject,id,task,num,severity,flags,question
mln,123,all,123,P1,"generic_concept","""Khoa học và công nghệ sẽ có bước tiến nhảy vọt. Kinh tế tri thức có vai trò ngày càng nổi bật trong quá trình phát triển lực lượng sản xuất"" được nhận định tro"
mln,124,all,124,P0,"banned_phrase","(Đảng Cộng sản Việt Nam, Văn kiện Đại hội đại biểu toàn quốc lần thứ IX, NXB CTQG, H., 2001, tr 64 - 65) Độc quyền được hiểu là:"
mln,136,all,136,P1,"generic_concept","Chức năng khoa học"
mln,146,all,146,P1,"generic_concept","Đại hội nào của Đảng Cộng sản Việt Nam đề cập đến sự cần thiết đổi mới cơ chế quản lý kinh tế"
mln,152,all,152,P1,"half_translated_question","Quan hệ về tỷ lượng trong trao đổi giữa các hàng hóa với nhau do cái gì quy định?"
mln,154,all,154,P1,"generic_concept","Công nghiệp hóa ở nước Anh bắt nguồn từ ngành nào?"
mln,160,all,160,P1,"generic_concept","Mô hình công nghiệp hóa kiểu Liên Xô được bắt đầu trong thời gian nào?"
mln,180,all,180,P1,"generic_concept","Tiền tệ có mấy chức năng?"
mln,189,all,189,P1,"generic_concept","Đảng Cộng sản Việt Nam luôn nhấn mạnh tầm quan trọng của việc xây dựng nền kinh tế."
mln,191,all,191,P1,"generic_concept","Liên kết các doanh nghiệp theo cùng một ngành là theo hình thức:"
mln,211,all,211,P1,"generic_concept","Quan điểm ""đổi mới phải luôn luôn quán triệt quan điểm ""dân là gốc"" vì lợi ích của nhân dân, dựa vào nhân dân, phát huy vai trò làm chủ, tinh thần trách nhiệm, "
mln,215,all,215,P1,"generic_concept","Căn cứ vào đâu để chia ra thành tái sản xuất giản đơn và tái sản xuất mở rộng?"
mln,230,all,230,P1,"generic_concept","Khi phân chia thể chế theo các yếu tố cấu thành lĩnh vực cốt lõi của xã hội, thể chế được phần chia (nhiều phương án)"
mln,236,all,236,P2,"whyWrong_no_why_A;whyWrong_no_why_B;whyWrong_no_why_D","Phương thức sản xuất tư bản chủ nghĩa được thiết lập và phát triển qua các giai đoạn nào sau đây:"
mln,248,all,248,P0,"same_whyWrong_all","Công thức chung của tư bản phản ánh:"
mln,256,all,256,P0,"same_whyWrong_all","Về lượng tỷ suất lợi nhuận (p') là:"
mln,269,all,269,P0,"same_whyWrong_all","Trong những trường hợp nào sau đây của hao phí lao động cá biệt, trường hợp nào không đáp ứng yêu cầu của quy luật giá trị?"
mln,277,all,277,P0,"same_whyWrong_all","Chọn định nghĩa chính xác về tư bản:"
mln,281,all,281,P1,"generic_concept","Ai là người đầu tiên đưa ra khái niệm ""kinh tế- chính trị""?"
mln,297,all,297,P0,"same_whyWrong_all","Giá trị sử dụng của hàng hóa là khái niệm dùng để chỉ"
mln,303,all,303,P1,"generic_concept","Đảng cộng sản Việt Nam là đảng cầm quyền do yếu tố nào sau đây quy định?"
mln,305,all,305,P0,"same_whyWrong_all","Về lượng (hỏi về lượng) tỷ suất lợi nhuận (p') là:"
mln,314,all,314,P0,"same_whyWrong_all","Giá trị sử dụng của hàng hóa phản ánh tính chất nào sau đây"
mln,338,all,338,P0,"same_whyWrong_all","Giá trị thặng dư siêu ngạch là hình thức"
mln,341,all,341,P2,"whyWrong_no_why_B;whyWrong_no_why_C;whyWrong_no_why_D","Về mặt lịch sử, các hình thức tổ chức độc quyền cơ bản từ thấp đến cao đó là"
mln,343,all,343,P1,"generic_concept","Tổ chức Hợp tác và Phát triển kinh tế gọi tắt là gì?"
mln,345,all,345,P1,"generic_concept","Mục đích chủ yếu của các Conglomerate là thu lợi nhuận từ đâu?"
mln,352,all,352,P1,"generic_concept","Vê mặt lượng giữa p' và m' thì:"
mln,353,all,353,P0,"same_whyWrong_all","Các hình thức độc quyền nào thấp nhất trong các hình thức sau?"
mln,354,all,354,P1,"generic_concept","Lĩnh vực nghiên cứu trọng tâm của chủ nghĩa trọng thương là gì?"
mln,369,all,369,P0,"same_whyWrong_all","Số lượng tiền cần thiết trong lưu thông có mỗi quan hệ thế nào với tổng số giá cả hàng hóa được đưa ra thị trường và tốc độ lưu thông của tiền tệ?"
mln,377,all,377,P1,"generic_concept","Chủ nghĩa trọng nông tập trung trọng tâm vào nghiên cứu lĩnh vực nào?"
mln,380,all,380,P1,"generic_concept","Tỷ suất lợi nhuận được ký hiệu là p' được tính bằng công thức:"
mln,385,all,385,P2,"mln_should_use_vaiTro_B;mln_should_use_vaiTro_C;mln_should_use_vaiTro_D","Sự xuất hiện của yếu tố nào làm cho quá trình quốc tế hóa, toàn cầu hóá kinh tế được đấy mạnh?"
mln,401,all,401,P0,"same_whyWrong_all","Mục đích nghiên cứu ở cấp độ cao nhất của kinh tế chính trị Mác - Lênin là gì?"
mln,402,all,402,P0,"same_whyWrong_all","Hình thức độc quyền nào thống nhất việc sản xuất, tiêu thụ, tài vụ đều do một ban quản trị quản lý?"
mln,403,all,403,P1,"generic_concept","Cạnh tranh giữa các ngành xảy ra khi có sự khác nhau về:"
mln,410,all,410,P0,"same_whyWrong_all","Mọi hình thức lạm phát đều làm tăng:"
mln,419,all,419,P1,"generic_concept","Sau những năm 50 của thế ký XX, chủ nghĩa tư bàn chuyển sang chính sách thực dân mới đó là: (chọn nhiều đáp án)"
mln,425,all,425,P1,"generic_concept","Hàng hoá có bao nhiêu thuộc tính?"
mln,437,all,437,P0,"same_whyWrong_all","Các hình thức độc quyền nào cao nhất trong các hình thức sau?"
mln,439,all,439,P1,"generic_concept","Mua cổ phiếu, trái phiếu là hình thức đầu tư gì?"
mln,446,all,446,P1,"generic_concept","Mô hình công nghiệp hoá của Nhật Bản và các nước công nghiệp mới gọi tắt là gì?"
mln,450,all,450,P0,"same_whyWrong_all","Khoa học kỹ thuật càng phát triển làm cho:"
mln,459,all,459,P0,"same_whyWrong_all","Căn cứ vào đối tượng trao đổi, mua bán cụ thể có các loại thị trường nào?"
mln,463,all,463,P1,"generic_concept","Xu hướng chung của sản xuất tư bàn chủ nghĩa là:"
mln,467,all,467,P1,"generic_concept","Quốc gia nào thuộc nhóm các nước công nghiệp mới (NICS)?"
mln,470,all,470,P0,"same_whyWrong_all","Thị trường được hiểu là gì?"
mln,482,all,482,P0,"same_whyWrong_all","Khi các xí nghiệp tham gia chỉ mất độc lập về lưu thông là hình thức độc quyền nào?"
mln,501,all,501,P0,"same_whyWrong_all","Hiện nay, do sự phát triển của lực lượng sản xuất và khoa học công nghệ đã hình thành các tổ chức độc quyền mới đó là:"
mln,510,all,510,P2,"whyWrong_no_why_A;whyWrong_no_why_B;whyWrong_no_why_C","Xét trên phương diện lịch sủ, các hình thức tổ chức độc quyền phát triển từ thấp đến cao bao gồm:"
mln,525,all,525,P1,"generic_concept","Quy luật kinh tế tồn tại mang tính chất:"
mln,530,all,530,P0,"same_whyWrong_all","Những hạn chế của chủ nghĩa tư bản bắt nguồn từ mâu thuẫn cơ bản của chủ nghĩa tư bản, đó là mâu thuẫn nào?"
mln,531,all,531,P0,"same_whyWrong_all","Hãy chỉ ra đặc điểm cơ bản của tổ chức độc quyền Syndicate?"
mln,540,all,540,P1,"generic_concept;half_translated_opt_D","Đâu là các đại diện tiêu biểu của trường phái kinh tế chính trị cổ điến Anh?"
mln,542,all,542,P0,"same_whyWrong_all","Tư bản thương nghiệp của chủ nghĩa tư bản là:"
mln,551,fuexam,527,P2,"whyWrong_no_why_A;whyWrong_no_why_B;whyWrong_no_why_C","Xét trên phương diện lịch sử, các hình thức tổ chức độc quyền phát triển từ thấp đến cao bao gồm"
mln,568,fuexam,545,P1,"generic_concept","Quy luật kinh tế tôn tại mang tính chất:"
mln,587,fuexam,569,P1,"generic_concept","Địa tô chênh lệch II được thu trên ruộng đất nào?"
mln,595,fuexam,577,P1,"generic_concept","Quan điểm cho rằng, xã hội loài người phát triển dựa theo những quy luật tự nhiên thuộc về trường phái nào?"
mln,599,fuexam,581,P1,"generic_concept","Chính sách kinh tế được hiểu là hoạt động mang tính chất"
mln,610,fuexam,592,P1,"generic_concept","Các tài phiệt thực hiện sự thống trị thông qua cách thức nào?"
jit,50,quiz,50,P1,"half_translated_opt_A","HTMLについて正しいものをえらんでください。"
jit,88,quiz,88,P1,"half_translated_question","MIDI（Musical Instrument Digital Interface）命令のデータ量はどれか。"
jit,91,quiz,91,P1,"whyCorrect_too_short","デジタル画像のVGA解像度として正しいものをえらんでください。"
jit,103,quiz,103,P1,"half_translated_question","MIDI（Musical Instrument Digital Interface）について正しいものをえらんでください。"
jit,111,quiz,111,P1,"jit_opt_no_gloss_A","【専門用語】次のベトナム語の用語を日本語に直しなさい。 Cơ sở dữ liệu quan hệ"
jit,140,sample,9,P1,"half_translated_question","【専門知識】HTMLとは;Hyper Text Markup Languageの略で、文字の（ ）、音、ファイルへのリンクなどが記述できます。"
jit,179,sample,48,P1,"jit_opt_no_gloss_A;jit_opt_no_gloss_D","【専門用語】次のベトナム語の用語を日本語に直しなさい。 Cơ sở dữ liệu quan hệ"
jit,186,pt,3,P1,"whyCorrect_too_short","JISコードは、日本工業規格 JIS が定めたもので、（  ）bitの数字を（  ）桁ずつ区切って表します。"
jit,197,pt,14,P1,"whyCorrect_too_short","世界の主要な言語で使われている文字を統一的に表す文字コードはどれか。"
jit,201,pt,18,P1,"whyCorrect_too_short","「変調」は英語で何ですか。"
jit,202,pt,19,P1,"whyCorrect_too_short","映像データや音声データの圧縮方式として代表的なものはどれか。"
jit,206,pt,23,P1,"whyCorrect_too_short","プリンタの解像度をドット数で表す単位は何といいますか。"
jit,208,pt,25,P1,"whyCorrect_too_short","A〜Zの26種類の文字を表現するには最低何ビット必要か。"
jit,210,pt,27,P1,"whyCorrect_too_short","（  ）とは、数値を扱う際に「基となる数」のことである。"
jit,213,pt,30,P1,"whyCorrect_too_short","電源が切れたとき、データが消えてしまうものは何ですか。"
jit,220,pt,37,P1,"jit_opt_no_gloss_A;jit_opt_no_gloss_B;jit_opt_no_gloss_C","装置Aと装置Bが直列につながっているシステムを何と言いますか。"
jit,221,pt,38,P1,"jit_opt_no_gloss_A;jit_opt_no_gloss_B;jit_opt_no_gloss_C;whyCorrect_too_short","装置Aと装置Bが並列につながっているシステムを何と言いますか。"
jit,222,pt,39,P1,"whyCorrect_too_short","イラストなどに使われる、最大表示色が256色の静止画圧縮形式はどれか。"
jit,224,pt,41,P1,"whyCorrect_too_short","2バイトで1文字を表すとき、何種類の文字まで表せるか。"
jit,225,pt,42,P1,"whyCorrect_too_short","10進数155を2進数で表したものはどれか。"
jit,226,pt,43,P1,"whyCorrect_too_short","2進数1.111を10進数で表現したものはどれか。"
jit,227,pt,44,P1,"whyCorrect_too_short","MIDI命令のデータ段階（取りうる値の数）として適切なものはどれか。"
jit,232,pt,49,P1,"whyCorrect_too_short","圧縮・解凍ソフトでファイルを圧縮したとき、圧縮方式によって付けられる拡張子として正しいものはどれですか。"
jit,233,pt,50,P1,"whyCorrect_too_short","動画像では、静止画圧縮と差分記録を組み合わせて圧縮率を高めた形式としてよく用いられるものは何ですか。"
jit,235,pt,52,P1,"whyCorrect_too_short","ネットワークのデータ伝送速度を表す単位はどれか。"
jit,237,pt,54,P1,"whyCorrect_too_short","「マス目」はベトナム語で何ですか。"
jit,252,pt,69,P1,"whyCorrect_too_short","クロック周波数 3 GHz のプロセッサにおいて、1つの命令が6クロックで実行できるとき、1命令の実行に必要な時間は何ナノ秒か。"
jit,267,pt,84,P1,"half_translated_opt_D","CALS(Commerce At Light Speed)について、正しいものはどれですか。"
jit,273,pt,90,P1,"half_translated_opt_B","フォルダの管理とパスに関する説明として、正しいものはどれですか。"
jit,285,pt,102,P0,"banned_phrase","電子マネーの形態について、正しいものはどれですか。"
jit,286,pt,103,P1,"whyCorrect_too_short","NTTドコモのFOMAの商品は何世代携帯電話のものですか。"
jit,292,pt,109,P1,"jit_opt_no_gloss_A;jit_opt_no_gloss_B;jit_opt_no_gloss_C","Chọn cách gọi tên đúng của hệ thống trong hình"
jit,295,fuexam,41,P1,"half_translated_question","ロングテールの考え方を活用したインターネットにおけるビジネスの説明として、適切なものはどれか"
jit,303,fuexam,49,P1,"jit_opt_no_gloss_B;jit_opt_no_gloss_D","映画では1秒に何回の書き換えを行っていますか。"
jit,317,slides,298,P1,"half_translated_question","【専門知識】HTMLとは;Hyper Text Markup Languageの略で、文字の（ ）、音、ファイルへのリンクなどが記述できます。"
jit,331,slides,321,P1,"whyCorrect_too_short","【専門用語】ジョン・モークリー（John Mauchly） の意味として最も適切なものはどれか。"
jit,332,slides,322,P1,"whyCorrect_too_short","【専門用語】パス（path） の意味として最も適切なものはどれか。"
jit,333,slides,323,P1,"whyCorrect_too_short","【専門用語】ライプニッツの乗算機（Leibniz のじょうさんき） の意味として最も適切なものはどれか。"
jit,334,slides,324,P1,"whyCorrect_too_short","【専門用語】フォン・ノイマン（John von Neumann） の意味として最も適切なものはどれか。"
jit,335,slides,325,P1,"whyCorrect_too_short","【専門用語】ファイル（file） の意味として最も適切なものはどれか。"
jit,336,slides,326,P1,"whyCorrect_too_short","【専門用語】汎用計算機（はんようけいさんき） の意味として最も適切なものはどれか。"
jit,337,slides,327,P1,"whyCorrect_too_short","【専門用語】アプリケーション（a pplication） の意味として最も適切なものはどれか。"
jit,338,slides,328,P1,"whyCorrect_too_short","【専門用語】子供のフォルダ（こどもの folder） の意味として最も適切なものはどれか。"
jit,349,slides,339,P1,"whyCorrect_too_short","【専門用語】不公平（ふこうへい） の意味として最も適切なものはどれか。"
jit,350,slides,340,P1,"whyCorrect_too_short","【専門用語】フリーウェア（Freeware） の意味として最も適切なものはどれか。"
jit,351,slides,341,P1,"whyCorrect_too_short","【専門用語】放送権（ほうそうけん） の意味として最も適切なものはどれか。"
jit,352,slides,342,P1,"whyCorrect_too_short","【専門用語】実行ファイル（じっこう File） の意味として最も適切なものはどれか。"
jit,354,slides,344,P1,"whyCorrect_too_short","【専門用語】著作人格権（ちょさくじんかくけん） の意味として最も適切なものはどれか。"
jit,356,slides,346,P1,"whyCorrect_too_short","【専門用語】漏洩（ろうえい） の意味として最も適切なものはどれか。"
jit,364,slides,354,P1,"whyCorrect_too_short","【専門用語】増幅器（ぞうふくき） の意味として最も適切なものはどれか。"
jit,365,slides,355,P1,"whyCorrect_too_short","【専門用語】電荷（でんか） の意味として最も適切なものはどれか。"
jit,366,slides,356,P1,"whyCorrect_too_short","【専門用語】透過（とうか） の意味として最も適切なものはどれか。"
jit,368,slides,358,P1,"whyCorrect_too_short","【専門用語】周波数帯域（ちゅうはすうたいいき） の意味として最も適切なものはどれか。"
jit,369,slides,359,P1,"whyCorrect_too_short","【専門用語】ブロードバンド（broadband） の意味として最も適切なものはどれか。"
jit,370,slides,360,P1,"half_translated_question","【専門用語】SED（Surface-conduction Electron-emitter Display） の意味として最も適切なものはどれか。"
jit,371,slides,361,P1,"whyCorrect_too_short","【専門用語】盗聴（とうちょう） の意味として最も適切なものはどれか。"
jit,380,slides,370,P1,"whyCorrect_too_short","【専門用語】遮蔽物（しゃへいぶつ） の意味として最も適切なものはどれか。"
jit,381,slides,371,P1,"whyCorrect_too_short","【専門用語】ハンズフリー（hands-free） の意味として最も適切なものはどれか。"
jit,382,slides,372,P1,"whyCorrect_too_short","【専門用語】光ファイバ（ひかり fiber） の意味として最も適切なものはどれか。"
jit,383,slides,373,P1,"whyCorrect_too_short","【専門用語】ユビキタス（ubiquitous） の意味として最も適切なものはどれか。"
jit,384,slides,374,P1,"whyCorrect_too_short","【専門用語】POS（Point of Sale） の意味として最も適切なものはどれか。"
jit,385,slides,375,P1,"whyCorrect_too_short","【専門用語】コスト削減（cost さくげん） の意味として最も適切なものはどれか。"
jit,387,slides,377,P1,"whyCorrect_too_short","【専門用語】受信機（じゅしんき） の意味として最も適切なものはどれか。"
jit,391,slides,381,P1,"half_translated_opt_C","（データ通信技術）有線接続 について正しい説明はどれか。"
jit,393,slides,383,P1,"whyCorrect_too_short","【専門用語】WAN（Wide Area Network） の意味として最も適切なものはどれか。"
jit,394,slides,384,P1,"whyCorrect_too_short","【専門用語】スター型（star がた） の意味として最も適切なものはどれか。"
jit,395,slides,385,P1,"whyCorrect_too_short","【専門用語】ネームサーバ（name server） の意味として最も適切なものはどれか。"
jit,396,slides,386,P1,"whyCorrect_too_short","【専門用語】犯罪的行為（はんざいてきこうい） の意味として最も適切なものはどれか。"
jit,397,slides,387,P1,"whyCorrect_too_short","【専門用語】大域的（たいいきてき） の意味として最も適切なものはどれか。"
jit,399,slides,389,P1,"whyCorrect_too_short","【専門用語】局所的（きょくしょてき） の意味として最も適切なものはどれか。"
jit,400,slides,390,P1,"whyCorrect_too_short","【専門用語】攻撃（こうげき） の意味として最も適切なものはどれか。"
jit,409,slides,399,P1,"whyCorrect_too_short","【専門用語】人工言語（じんこうげんご） の意味として最も適切なものはどれか。"
jit,410,slides,400,P1,"whyCorrect_too_short","【専門用語】本質的な（ほんしつてきな） の意味として最も適切なものはどれか。"
jit,411,slides,401,P1,"whyCorrect_too_short","【専門用語】IP アドレス（IP address） の意味として最も適切なものはどれか。"
jit,412,slides,402,P1,"whyCorrect_too_short","【専門用語】無償奉仕（むしょうほうし） の意味として最も適切なものはどれか。"
jit,413,slides,403,P1,"whyCorrect_too_short","【専門用語】サブネットマスク（subnet mask） の意味として最も適切なものはどれか。"
jit,414,slides,404,P1,"whyCorrect_too_short","【専門用語】大幅に（おおはばに） の意味として最も適切なものはどれか。"
jit,415,slides,405,P1,"whyCorrect_too_short","【専門用語】物理層（ぶつりそう） の意味として最も適切なものはどれか。"
jit,416,slides,406,P1,"whyCorrect_too_short","【専門用語】一覧表（いちらんひょう） の意味として最も適切なものはどれか。"
jit,421,slides,411,P1,"half_translated_opt_C","（インターネット技術）HTML について正しい説明はどれか。"
jit,423,slides,413,P1,"whyCorrect_too_short","【専門用語】出力結果（しゅつりょくけっか） の意味として最も適切なものはどれか。"
jit,425,slides,415,P1,"whyCorrect_too_short","【専門用語】匿名（とくめい） の意味として最も適切なものはどれか。"
jit,426,slides,416,P1,"whyCorrect_too_short","【専門用語】電子マネー（でんし money） の意味として最も適切なものはどれか。"
jit,428,slides,418,P1,"whyCorrect_too_short","【専門用語】受注（じゅちゅう） の意味として最も適切なものはどれか。"
jit,437,slides,427,P1,"whyCorrect_too_short","【専門用語】認証（にんしょう） の意味として最も適切なものはどれか。"
jit,438,slides,428,P1,"whyCorrect_too_short","【専門用語】復元する（ふくげんする） の意味として最も適切なものはどれか。"
jit,439,slides,429,P1,"whyCorrect_too_short","【専門用語】秘密鍵（ひみつかぎ） の意味として最も適切なものはどれか。"
jit,440,slides,430,P1,"whyCorrect_too_short","【専門用語】秘密鍵方式（ひみつかぎほうしき） の意味として最も適切なものはどれか。"
jit,441,slides,431,P1,"whyCorrect_too_short","【専門用語】錠（じょう） の意味として最も適切なものはどれか。"
jit,442,slides,432,P1,"whyCorrect_too_short","【専門用語】当人（とうにん） の意味として最も適切なものはどれか。"
jit,443,slides,433,P1,"whyCorrect_too_short","【専門用語】古典的（こてんてき） の意味として最も適切なものはどれか。"
jit,444,slides,434,P1,"whyCorrect_too_short","【専門用語】デジタル証明書（digital しょうめいしょ） の意味として最も適切なものはどれか。"
jit,453,slides,443,P1,"whyCorrect_too_short","【専門用語】踏み台（ふみだい） の意味として最も適切なものはどれか。"
jit,454,slides,444,P1,"whyCorrect_too_short","【専門用語】悪用する（あくようする） の意味として最も適切なものはどれか。"
jit,455,slides,445,P1,"whyCorrect_too_short","【専門用語】即座に（そくざに） の意味として最も適切なものはどれか。"
jit,456,slides,446,P1,"whyCorrect_too_short","【専門用語】挙動（きょどう） の意味として最も適切なものはどれか。"
jit,457,slides,447,P1,"whyCorrect_too_short","【専門用語】不正侵入（ふせいしんにゅう） の意味として最も適切なものはどれか。"
jit,459,slides,449,P1,"whyCorrect_too_short","【専門用語】信頼度成長曲線（しんらいどせいちょう きょくせん） の意味として最も適切なものはどれか。"
jit,469,slides,459,P1,"whyCorrect_too_short","【専門用語】出力装置（しゅつりょくそうち） の意味として最も適切なものはどれか。"
jit,470,slides,460,P1,"whyCorrect_too_short","【専門用語】クロック（clock） の意味として最も適切なものはどれか。"
jit,471,slides,461,P1,"whyCorrect_too_short","【専門用語】グラフィックプロセッサ（graphic processor） の意味として最も適切なものはどれか。"
jit,472,slides,462,P1,"whyCorrect_too_short","【専門用語】チップセット（chip set） の意味として最も適切なものはどれか。"
jit,474,slides,464,P1,"whyCorrect_too_short","【専門用語】基板（きばん） の意味として最も適切なものはどれか。"
jit,475,slides,465,P1,"whyCorrect_too_short","【専門用語】演算装置（えんざんそうち） の意味として最も適切なものはどれか。"
jit,476,slides,466,P1,"whyCorrect_too_short","【専門用語】整数（せいすう） の意味として最も適切なものはどれか。"
jit,485,slides,475,P1,"whyCorrect_too_short","【専門用語】余る（あまる） の意味として最も適切なものはどれか。"
jit,486,slides,476,P1,"whyCorrect_too_short","【専門用語】削る（けずる） の意味として最も適切なものはどれか。"
jit,487,slides,477,P1,"whyCorrect_too_short","【専門用語】ダイオード（diode） の意味として最も適切なものはどれか。"
jit,488,slides,478,P1,"whyCorrect_too_short","【専門用語】半導体（はんどうたい） の意味として最も適切なものはどれか。"
jit,489,slides,479,P1,"whyCorrect_too_short","【専門用語】電球（でんきゅう） の意味として最も適切なものはどれか。"
jit,490,slides,480,P1,"whyCorrect_too_short","【専門用語】発光ダイオード LED（はっこう diode Light Emitting Diode） の意味として最も適切なものはどれか。"
jit,491,slides,481,P1,"whyCorrect_too_short","【専門用語】論理積（ろんりせき） の意味として最も適切なものはどれか。"
jit,492,slides,482,P1,"whyCorrect_too_short","【専門用語】論理素子（ろんりそし） の意味として最も適切なものはどれか。"
jit,500,slides,490,P1,"whyCorrect_too_short","【専門用語】基数（きすう） の意味として最も適切なものはどれか。"
jit,501,slides,491,P1,"whyCorrect_too_short","【専門用語】16 進数（じゅうろくしんすう） の意味として最も適切なものはどれか。"
jit,502,slides,492,P1,"whyCorrect_too_short","【専門用語】書き並べる（かきならべる） の意味として最も適切なものはどれか。"
jit,503,slides,493,P1,"whyCorrect_too_short","【専門用語】10 進数（じっしんすう） の意味として最も適切なものはどれか。"
jit,504,slides,494,P1,"whyCorrect_too_short","【専門用語】合計する（ごうけいする） の意味として最も適切なものはどれか。"
jit,505,slides,495,P1,"whyCorrect_too_short","【専門用語】テイラー展開（Taylor てんかい） の意味として最も適切なものはどれか。"
jit,506,slides,496,P1,"whyCorrect_too_short","【専門用語】加減乗除（かげんじょうじょ） の意味として最も適切なものはどれか。"
jit,507,slides,497,P1,"whyCorrect_too_short","【専門用語】余り（あまり） の意味として最も適切なものはどれか。"
jit,517,slides,507,P1,"whyCorrect_too_short","【専門用語】性能（せいのう） の意味として最も適切なものはどれか。"
jit,518,slides,508,P1,"whyCorrect_too_short","【専門用語】客観的（きゃっかんてき） の意味として最も適切なものはどれか。"
jit,519,slides,509,P1,"whyCorrect_too_short","【専門用語】改行コード（かいぎょう code） の意味として最も適切なものはどれか。"
jit,521,slides,511,P1,"whyCorrect_too_short","【専門用語】オペレーティング システム（operating system） の意味として最も適切なものはどれか。"
jit,522,slides,512,P1,"whyCorrect_too_short","【専門用語】主観的（しゅかんてき） の意味として最も適切なものはどれか。"
jit,523,slides,513,P1,"whyCorrect_too_short","【専門用語】指摘する（してきする） の意味として最も適切なものはどれか。"
jit,524,slides,514,P1,"whyCorrect_too_short","【専門用語】最小単位（さいしょうたんい） の意味として最も適切なものはどれか。"
jit,530,slides,520,P1,"whyCorrect_too_short","【専門用語】インクジェット プリンタ（inkjet printer） の意味として最も適切なものはどれか。"
jit,531,slides,521,P1,"whyCorrect_too_short","【専門用語】原色（げんしょく） の意味として最も適切なものはどれか。"
jit,532,slides,522,P1,"whyCorrect_too_short","【専門用語】量子化数（りょうしかすう） の意味として最も適切なものはどれか。"
jit,533,slides,523,P1,"whyCorrect_too_short","【専門用語】音符（おんぷ） の意味として最も適切なものはどれか。"
jit,534,slides,524,P1,"whyCorrect_too_short","【専門用語】特殊なコード（とくしゅな code） の意味として最も適切なものはどれか。"
jit,535,slides,525,P1,"whyCorrect_too_short","【専門用語】縦横（たてよこ） の意味として最も適切なものはどれか。"
jit,536,slides,526,P1,"whyCorrect_too_short","【専門用語】静止画像（せいしがぞう） の意味として最も適切なものはどれか。"
jit,537,slides,527,P1,"whyCorrect_too_short","【専門用語】接続端子（せつぞくたんし） の意味として最も適切なものはどれか。"
jit,545,slides,535,P1,"whyCorrect_too_short","【専門用語】パリティチェック（parity check） の意味として最も適切なものはどれか。"
jit,547,slides,537,P1,"whyCorrect_too_short","【専門用語】差分（さぶん） の意味として最も適切なものはどれか。"
jit,548,slides,538,P1,"whyCorrect_too_short","【専門用語】不可逆（ふかぎゃく） の意味として最も適切なものはどれか。"
jit,549,slides,539,P1,"whyCorrect_too_short","【専門用語】BPS（Bit Per Second） の意味として最も適切なものはどれか。"
jit,550,slides,540,P1,"whyCorrect_too_short","【専門用語】損なう（そこなう） の意味として最も適切なものはどれか。"
jit,551,slides,541,P1,"whyCorrect_too_short","【専門用語】プロセッサー（processor） の意味として最も適切なものはどれか。"
jit,552,slides,542,P1,"whyCorrect_too_short","【専門用語】車線（しゃせん） の意味として最も適切なものはどれか。"
jit,560,slides,550,P1,"whyCorrect_too_short","【専門用語】ガレージ（ｇ arage） の意味として最も適切なものはどれか。"
jit,563,slides,553,P1,"whyCorrect_too_short","【専門用語】中身（なかみ） の意味として最も適切なものはどれか。"
jit,565,slides,555,P1,"whyCorrect_too_short","【専門用語】スワッピング（s wapping） の意味として最も適切なものはどれか。"
jit,566,slides,556,P1,"whyCorrect_too_short","【専門用語】マルチユーザ（multiuser） の意味として最も適切なものはどれか。"
jit,573,slides,563,P1,"whyCorrect_too_short","【専門用語】階層構造（かいそうこうぞう） の意味として最も適切なものはどれか。"
jit,574,slides,564,P1,"whyCorrect_too_short","【専門用語】起動（きどう） の意味として最も適切なものはどれか。"
jit,575,slides,565,P1,"whyCorrect_too_short","【専門用語】リレーショナル 表現（Relational ひょうげん） の意味として最も適切なものはどれか。"
jit,576,slides,566,P1,"whyCorrect_too_short","【専門用語】網的表現（あみてきひょうげん） の意味として最も適切なものはどれか。"
jit,577,slides,567,P1,"whyCorrect_too_short","【専門用語】急激（きゅうげき） の意味として最も適切なものはどれか。"
jit,578,slides,568,P1,"whyCorrect_too_short","【専門用語】自然な結合（しぜんなけつごう） の意味として最も適切なものはどれか。"
jit,579,slides,569,P1,"whyCorrect_too_short","【専門用語】共通部分（きょうつうぶぶん） の意味として最も適切なものはどれか。"
jit,580,slides,570,P1,"whyCorrect_too_short","【専門用語】実用性（じつようせい） の意味として最も適切なものはどれか。"
jit,587,slides,577,P1,"whyCorrect_too_short","【専門用語】昇順（しょうじゅん） の意味として最も適切なものはどれか。"
jit,588,slides,578,P1,"whyCorrect_too_short","【専門用語】更新（こうしん） の意味として最も適切なものはどれか。"
jit,589,slides,579,P1,"whyCorrect_too_short","【専門用語】削除（さくじょ） の意味として最も適切なものはどれか。"
jit,591,slides,581,P1,"whyCorrect_too_short","【専門用語】要素名（ようそめい） の意味として最も適切なものはどれか。"
jit,592,slides,582,P1,"whyCorrect_too_short","【専門用語】構文（こうぶん） の意味として最も適切なものはどれか。"
jit,593,slides,583,P1,"whyCorrect_too_short","【専門用語】ワイルドカード（wildcard） の意味として最も適切なものはどれか。"
jit,594,slides,584,P1,"whyCorrect_too_short","【専門用語】降順（こうじゅん） の意味として最も適切なものはどれか。"
jit,602,slides,592,P1,"half_translated_opt_D","（データベース記述）結合 について正しい説明はどれか。"
jit,603,slides,593,P1,"whyCorrect_too_short","【専門用語】動作（どうさ） の意味として最も適切なものはどれか。"
