subject,task,id,num,answer,question,questionVi,options,answerDisplay,intent,concept,whyCorrect,whyWrong,memoryTip
fe,books,594,194,A,A JOIN operation:,Đề: A JOIN operation:,A: Combines rows from tables based on related columns || B: Only drops databases || C: Only creates users || D: Only compresses backups,A. Combines rows từ tables based trên related columns,"• Cách xếp vị trí/kích thước widget con trên màn hình.
• Bố cục UI; khác nhịp animation.",• Cách xếp vị trí/kích thước widget con trên màn hình.,"• Cách xếp vị trí/kích thước widget con trên màn hình.
• Bố cục UI; khác nhịp animation.",B: • Là gì? Phương án «Chỉ drops databases» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ drops databases» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Cách xếp vị trí/kích thước widget con trên màn hình. || C: • Là gì? Phương án «Chỉ creates người dùng» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ creates người dùng» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Cách xếp vị trí/kích thước widget con trên màn hình. || D: • Là gì? Phương án «Chỉ compresses backups» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ compresses backups» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Cách xếp vị trí/kích thước widget con trên màn hình.,
fe,books,595,195,C,COMMIT in a transaction:,Đề: COMMIT in a transaction:,A: Undoes all changes || B: Always crashes the server || C: Makes the transaction's changes permanent || D: Only locks the GUI,C. Makes transaction's thay đổi permanent,"• Phương án «Makes transaction's thay đổi permanent» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",• Phương án «Makes transaction's thay đổi permanent» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,"• Phương án «Makes transaction's thay đổi permanent» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",A: • Là gì? Phương án «Undoes tất cả thay đổi» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Undoes tất cả thay đổi» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Makes transaction's thay đổi permanent» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || B: • Là gì? Phương án «Luôn crashes server» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Luôn crashes server» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Makes transaction's thay đổi permanent» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || D: • Là gì? Phương án «Chỉ locks the GUI» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ locks the GUI» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Makes transaction's thay đổi permanent» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,
fe,books,596,196,B,ROLLBACK is used to:,Đề: ROLLBACK is used to:,A: Publish the app store listing || B: Undo uncommitted transaction changes || C: Increase MTBF magically || D: Assign VLAN IDs,B. Undo uncommitted transaction thay đổi,"• Phương án «Undo uncommitted transaction thay đổi» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",• Phương án «Undo uncommitted transaction thay đổi» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,"• Phương án «Undo uncommitted transaction thay đổi» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",A: • Là gì? Phương án «Publish app Lưu listing» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Publish app Lưu listing» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Undo uncommitted transaction thay đổi» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || C: • Là gì? Phương án «Tăng MTBF magically» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Tăng MTBF magically» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Undo uncommitted transaction thay đổi» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || D: • Là gì? Phương án «Assign VLAN IDs» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Assign VLAN IDs» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Undo uncommitted transaction thay đổi» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,
fe,books,597,197,A,Deadlock in databases can occur when:,Đề: Deadlock in databases can occur when:,A: Transactions wait for locks held by each other in a cycle || B: No locks are used and no concurrency exists || C: Only one user reads a static report || D: The database is offline forever,A. Transactions wait for locks held by each other in a cycle,"• Phương án «Transactions wait for locks held by each other in a cycle» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",• Phương án «Transactions wait for locks held by each other in a cycle» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,"• Phương án «Transactions wait for locks held by each other in a cycle» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",B: • Là gì? Phương án «Không locks là được dùng và không concurrency exists» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Không locks là được dùng và không concurrency exists» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Transactions wait for locks held by each other in a cycle» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || C: • Là gì? Phương án «Chỉ một người dùng reads một static report» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ một người dùng reads một static report» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Transactions wait for locks held by each other in a cycle» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || D: • Là gì? Phương án «Cơ sở dữ liệu là offline mãi mãi» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Cơ sở dữ liệu là offline mãi mãi» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Transactions wait for locks held by each other in a cycle» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,
fe,books,598,198,C,A data warehouse is typically used for:,A data warehouse is thường used for:,A: Only real-time OLTP row inserts exclusively || B: Only printer queues || C: Analytical / decision-support queries on integrated historical data || D: Only CPU caching,C. Analytical / decision-support truy vấn trên integrated historical dữ liệu,"• Phương án «Analytical / decision-support truy vấn trên integrated historical dữ liệu» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",• Phương án «Analytical / decision-support truy vấn trên integrated historical dữ liệu» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,"• Phương án «Analytical / decision-support truy vấn trên integrated historical dữ liệu» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",A: • Là gì? Cách xếp vị trí/kích thước widget con trên màn hình. / • Dùng để làm gì? Bố cục UI; khác nhịp animation. / • Vì sao sai? Cách xếp vị trí/kích thước widget con trên màn hình. Trong khi đề cần: Phương án «Analytical / decision-support truy vấn trên integrated historical dữ liệu» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || B: • Là gì? Phương án «Chỉ printer queues» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ printer queues» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Analytical / decision-support truy vấn trên integrated historical dữ liệu» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || D: • Là gì? Khái niệm OS «Chỉ CPU caching» gắn vòng đời tiến trình / lập lịch / I/O. / • Dùng để làm gì? Đối chiếu trạng thái Waiting/Ready/Running… với tình huống đề. / • Vì sao sai? Khái niệm OS «Chỉ CPU caching» gắn vòng đời tiến trình / lập lịch / I/O. Trong khi đề cần: Phương án «Analytical / decision-support truy vấn trên integrated historical dữ liệu» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,
fe,books,599,199,B,ETL stands for:,Đề: ETL stands for:,"A: Encrypt Transfer Lock || B: Extract, Transform, Load || C: Execute Test Launch || D: Edge Transport Layer","B. Extract, Transform, Load","• Phương án «Extract, Transform, Load» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).","• Phương án «Extract, Transform, Load» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.","• Phương án «Extract, Transform, Load» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).","A: • Là gì? Phương án «Encrypt Transfer Lock» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Encrypt Transfer Lock» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Extract, Transform, Load» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || C: • Là gì? Phương án «Execute Test Launch» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Execute Test Launch» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Extract, Transform, Load» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || D: • Là gì? Phương án «Edge Transport Layer» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Edge Transport Layer» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Extract, Transform, Load» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.",
fe,books,600,200,A,"In the OSI model, the physical layer deals with:","Đề: In the OSI model, the physical layer deals with:","A: Bits on the medium (signals, cables, etc.) || B: End-to-end reliability only || C: Application user dialogs only || D: Only encryption algorithms","A. Bits trên medium (signals, cables, etc.)","• Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O.
• Cấp tài nguyên và lập lịch cho chương trình.","• Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O.","• Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O.
• Cấp tài nguyên và lập lịch cho chương trình.","B: • Là gì? Khái niệm OS «Kết thúc-để-kết thúc reliability» gắn vòng đời tiến trình / lập lịch / I/O. / • Dùng để làm gì? Đối chiếu trạng thái Waiting/Ready/Running… với tình huống đề. / • Vì sao sai? Khái niệm OS «Kết thúc-để-kết thúc reliability» gắn vòng đời tiến trình / lập lịch / I/O. Trong khi đề cần: Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O. || C: • Là gì? Khái niệm OS «Application người dùng dialogs» gắn vòng đời tiến trình / lập lịch / I/O. / • Dùng để làm gì? Đối chiếu trạng thái Waiting/Ready/Running… với tình huống đề. / • Vì sao sai? Khái niệm OS «Application người dùng dialogs» gắn vòng đời tiến trình / lập lịch / I/O. Trong khi đề cần: Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O. || D: • Là gì? Khái niệm OS «Chỉ encryption algorithms» gắn vòng đời tiến trình / lập lịch / I/O. / • Dùng để làm gì? Đối chiếu trạng thái Waiting/Ready/Running… với tình huống đề. / • Vì sao sai? Khái niệm OS «Chỉ encryption algorithms» gắn vòng đời tiến trình / lập lịch / I/O. Trong khi đề cần: Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O.",
fe,books,601,201,C,The data link layer commonly uses:,Đề: The data link layer commonly uses:,A: Only HTTP verbs || B: Only DNS names || C: Frames and MAC addressing (LAN) || D: Only SQL joins,C. Frames và MAC addressing (LAN),"• Phương án «Frames và MAC addressing (LAN)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",• Phương án «Frames và MAC addressing (LAN)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,"• Phương án «Frames và MAC addressing (LAN)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",A: • Là gì? Phương án «Chỉ HTTP verbs» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ HTTP verbs» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Frames và MAC addressing (LAN)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || B: • Là gì? Hệ thống phân giải tên miền thành địa chỉ IP. / • Dùng để làm gì? Người dùng dùng tên dễ nhớ thay vì số IP. / • Vì sao sai? Hệ thống phân giải tên miền thành địa chỉ IP. Trong khi đề cần: Phương án «Frames và MAC addressing (LAN)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || D: • Là gì? Thao tác/giao dịch trên cơ sở dữ liệu quan hệ. / • Dùng để làm gì? Lưu trữ và truy vấn dữ liệu bền vững; không thuộc widget tree UI. / • Vì sao sai? Thao tác/giao dịch trên cơ sở dữ liệu quan hệ. Trong khi đề cần: Phương án «Frames và MAC addressing (LAN)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,
fe,books,602,202,B,A router primarily operates to:,Đề: A router primarily operates to:,A: Amplify electrical signals only like a hub always || B: Forward packets between networks (Layer 3) || C: Only store files || D: Only compile code,B. Forward packets between networks (Layer 3),"• Đường cong/thời gian điều khiển nhịp chuyển động UI (ease-in/out…).
• Làm animation mượt, không tuyến tính cứng.",• Đường cong/thời gian điều khiển nhịp chuyển động UI (ease-in/out…).,"• Đường cong/thời gian điều khiển nhịp chuyển động UI (ease-in/out…).
• Làm animation mượt, không tuyến tính cứng.",A: • Là gì? Phương án «Amplify electrical signals chỉ like một hub Luôn» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Amplify electrical signals chỉ like một hub Luôn» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Đường cong/thời gian điều khiển nhịp chuyển động UI (ease-in/out…). || C: • Là gì? Phương án «Chỉ Lưu files» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ Lưu files» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Đường cong/thời gian điều khiển nhịp chuyển động UI (ease-in/out…). || D: • Là gì? Phương án «Chỉ Biên dịch mã» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ Biên dịch mã» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Đường cong/thời gian điều khiển nhịp chuyển động UI (ease-in/out…).,
fe,books,603,203,A,A switch in a LAN typically forwards based on:,A switch in a LAN thường forwards based on:,A: MAC addresses (Layer 2) || B: Only SMTP headers || C: Only HTTP cookies || D: Only Gantt IDs,A. MAC addresses (Layer 2),"• Phương án «MAC addresses (Layer 2)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",• Phương án «MAC addresses (Layer 2)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,"• Phương án «MAC addresses (Layer 2)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",B: • Là gì? Phương án «Chỉ SMTP headers» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ SMTP headers» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «MAC addresses (Layer 2)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || C: • Là gì? Phương án «Chỉ HTTP cookies» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ HTTP cookies» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «MAC addresses (Layer 2)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || D: • Là gì? Phương án «Chỉ Gantt IDs» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ Gantt IDs» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «MAC addresses (Layer 2)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,
fe,books,604,204,C,UDP is characterized as:,Đề: UDP is characterized as:,A: Always reliable ordered streams with handshake || B: A presentation-layer codec || C: Connectionless datagram transport (best-effort) || D: Only a database engine,C. Connectionless datagram transport (best-effort),"• Phương án «Connectionless datagram transport (best-effort)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",• Phương án «Connectionless datagram transport (best-effort)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,"• Phương án «Connectionless datagram transport (best-effort)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",A: • Là gì? Phương án «Luôn reliable ordered streams với handshake» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Luôn reliable ordered streams với handshake» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Phương án «Connectionless datagram transport (best-effort)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || B: • Là gì? Phương án «A presentation-layer codec» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «A presentation-layer codec» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Connectionless datagram transport (best-effort)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || D: • Là gì? Phương án «Chỉ một cơ sở dữ liệu engine» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ một cơ sở dữ liệu engine» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Connectionless datagram transport (best-effort)» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,
fe,books,605,205,B,NAT is used to:,Đề: NAT is used to:,A: Compile Java bytecode || B: Map private addresses to public addresses for Internet access || C: Only draw ER diagrams || D: Only measure ROI,B. Map private addresses để public addresses cho Internet truy cập,"• Cấu trúc ánh xạ khóa → giá trị.
• Tra cứu nhanh theo key.",• Cấu trúc ánh xạ khóa → giá trị.,"• Cấu trúc ánh xạ khóa → giá trị.
• Tra cứu nhanh theo key.",A: • Là gì? Đơn vị 8 bit theo chuẩn máy tính. / • Dùng để làm gì? Đo kích thước bộ nhớ/dữ liệu cơ bản. / • Vì sao sai? Đơn vị 8 bit theo chuẩn máy tính. Trong khi đề cần: Cấu trúc ánh xạ khóa → giá trị. || C: • Là gì? Phương án «Chỉ draw ER diagrams» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ draw ER diagrams» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Cấu trúc ánh xạ khóa → giá trị. || D: • Là gì? Phương án «Chỉ measure ROI» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ measure ROI» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Cấu trúc ánh xạ khóa → giá trị.,
fe,books,606,206,A,DHCP is used to:,Đề: DHCP is used to:,A: Assign IP configuration automatically to hosts || B: Encrypt disks only || C: Replace routers with hubs always || D: Only manage Gantt charts,A. Assign IP configuration tự động để hosts,"• Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O.
• Cấp tài nguyên và lập lịch cho chương trình.","• Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O.","• Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O.
• Cấp tài nguyên và lập lịch cho chương trình.","B: • Là gì? Khái niệm OS «Encrypt disks» gắn vòng đời tiến trình / lập lịch / I/O. / • Dùng để làm gì? Đối chiếu trạng thái Waiting/Ready/Running… với tình huống đề. / • Vì sao sai? Khái niệm OS «Encrypt disks» gắn vòng đời tiến trình / lập lịch / I/O. Trong khi đề cần: Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O. || C: • Là gì? Phương án «Thay thế routers với hubs Luôn» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Thay thế routers với hubs Luôn» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O. || D: • Là gì? Phương án «Chỉ Quản lý Gantt charts» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ Quản lý Gantt charts» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O.",
